Film ,Major Studio,Rotten Tomatoes,Audience Score,Genre,Number of Theatres,Domestic Gross,Foreign Gross,Worldwide Gross,Budget,Market Profitability,Opening Weekend,Imdb Rating,Release Date,Director,Poster
Alice in Wonderland,Disney,52,72,Adventure,3728,334.19,691.28,1025466,200,512.7300%,116.1,6.5,"Mar 5, 2010",Tim Burton,http://ia.media-imdb.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_SX300.jpg
Brooklyn's Finest,Independent,42,47,Action,1936,27.16,9.28,36439,17,214.3500%,13.4,6.7,"Mar 5, 2010",Antoine Fuqua,http://ia.media-imdb.com/images/M/MV5BMTUyMTI5MTY5MV5BMl5BanBnXkFtZTcwNzAyOTMwMw@@._V1_SX300.jpg
Green Zone,Universal,53,60,Action,3003,35.05,59.83,94878,100,94.8800%,14.3,6.9,"Mar 12, 2010",Paul Greengrass,http://ia.media-imdb.com/images/M/MV5BMTYzMTA1NDMyNV5BMl5BanBnXkFtZTcwMzUwODY5Mg@@._V1_SX300.jpg
Remember Me,Summit,28,70,Drama,2212,19.07,36.96,56034,16,350.2100%,8,7.2,"Mar 12, 2010",Allen Coulter,http://ia.media-imdb.com/images/M/MV5BOTA4MTg1ODkwNF5BMl5BanBnXkFtZTcwMzE5ODAxMw@@._V1_SX300.jpg
She's Out of My League,Paramount,57,60,Comedy,2956,32.01,17.77,49778,20,248.8900%,9.8,6.4,"Mar 12, 2010",Jim Field Smith,http://ia.media-imdb.com/images/M/MV5BMTkwMTY5ODA1MF5BMl5BanBnXkFtZTcwODYyNzAxMw@@._V1_SX300.jpg
Diary of a Wimpy Kid,Independent,53,49,Comedy,3077,64,11.7,75.7,15,504.6700%,22.1,6.2,"Mar 19, 2010",Thor Freudenthal,http://ia.media-imdb.com/images/M/MV5BMTg3NzQ2NDgyNF5BMl5BanBnXkFtZTcwMDc1NzIyMw@@._V1_SX300.jpg
Repo Men,Universal,22,43,Action,2521,13.79,4.62,18.41,32,57.5300%,6.1,6.3,"Mar 19, 2010",Miguel Sapochnik,http://ia.media-imdb.com/images/M/MV5BMjA4MTUxODM0MV5BMl5BanBnXkFtZTcwMDg3MTgwMw@@._V1_SX300.jpg
The Bounty Hunter,Sony,7,41,Action,3074,67.06,69.27,136333,40,340.8300%,20.7,5.5,"Mar 19, 2010",Andy Tennant,http://ia.media-imdb.com/images/M/MV5BMTUwNjY4MjY0MV5BMl5BanBnXkFtZTcwNTA2OTYwMw@@._V1_SX300.jpg
The Ghost Writer,Summit,83,68,Mystery,819,15.54,44.68,60.22,45,133.8200%,2,7.2,"Mar 19, 2010",Roman Polanski,http://ia.media-imdb.com/images/M/MV5BMTI3NzMwMzkyNV5BMl5BanBnXkFtZTcwODk4NjQxMw@@._V1_SX300.jpg
Hot Tub Time Machine,MGM,64,57,Adventure,2754,50.29,14.28,64571,36,179.3600%,14,6.5,"Mar 26, 2010",Steve Pink,http://ia.media-imdb.com/images/M/MV5BMTQwMjExODA4Ml5BMl5BanBnXkFtZTcwNTYwMDYxMw@@._V1_SX300.jpg
How to Train Your Dragon,Paramount,98,90,Animation,4055,217.58,277.3,494.88,165,299.9300%,43.7,8.2,"Mar 26, 2010",Dean DeBlois: Chris Sanders,http://ia.media-imdb.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg
The Last Song,Disney,19,66,Drama,2673,62.95,26.09,89.04,20,445.200%,16,5.8,"Mar 31, 2010",Julie Anne Robinson,http://ia.media-imdb.com/images/M/MV5BMjE2MTcyMjMyNF5BMl5BanBnXkFtZTgwODg2ODU1MDE@._V1_SX300.jpg
Greenberg,Independent,75,40,Comedy,3,4.23,1.92,6.15,,,0.11,6.1,"Apr 1, 2010",Noah Baumbach,http://ia.media-imdb.com/images/M/MV5BMTU4MzY4OTY0NF5BMl5BanBnXkFtZTcwOTc3OTQwMw@@._V1_SX300.jpg
Clash of the Titans,Warner Bros.,28,48,Action,3777,163.21,330,493214,125,394.5700%,61.2,5.8,"Apr 2, 2010",Louis Leterrier,http://ia.media-imdb.com/images/M/MV5BMTYxNjg4MzU5OV5BMl5BanBnXkFtZTcwOTA3NTUwMw@@._V1_SX300.jpg
Why Did I Get Married Too?,Lionsgate,27,67,Comedy,2155,60.09,0.58,60.67,20,303.3500%,29.3,4.3,"Apr 2, 2010",Tyler Perry,http://ia.media-imdb.com/images/M/MV5BMjIwMDc4MDgyMF5BMl5BanBnXkFtZTcwNjgxODkxMw@@._V1_SX300.jpg
The Runaways,Independent,68,56,Biography,244,3.57,1.11,4677,10,46.7700%,0.8,6.6,"Apr 8, 2010",Floria Sigismondi,http://ia.media-imdb.com/images/M/MV5BMTI3Nzc2ODI4NV5BMl5BanBnXkFtZTcwMzkxNDMyMw@@._V1_SX300.jpg
Date Night,Fox,66,58,Comedy,3374,98.71,53.55,152263,55,276.8400%,25.2,6.3,"Apr 9, 2010",Shawn Levy,http://ia.media-imdb.com/images/M/MV5BODgwMjM2ODE4M15BMl5BanBnXkFtZTcwMTU2MDcyMw@@._V1_SX300.jpg
Kick-Ass,Independent,76,83,Action,3065,48.07,48.12,96188,30,320.6300%,19.8,7.7,"Apr 16, 2010",Matthew Vaughn,http://ia.media-imdb.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_SX300.jpg
The Back-up Plan,CBS,20,47,Comedy,3280,37.49,39.99,77477,35,221.3600%,12.2,5.2,"Apr 23, 2010",Alan Poul,http://ia.media-imdb.com/images/M/MV5BNjAzODM4NTc1OF5BMl5BanBnXkFtZTcwNDU2ODUzMw@@._V1_SX300.jpg
The Losers,Warner Bros.,47,55,Action,2936,23.59,5.79,29.38,25,117.5200%,9.4,6.4,"Apr 23, 2010",Sylvain White,http://ia.media-imdb.com/images/M/MV5BMjU3MTU0NDI4Nl5BMl5BanBnXkFtZTcwMTE0NDMyMw@@._V1_SX300.jpg
A Nightmare on Elm Street,Warner Bros.,13,40,Horror,3332,63.08,52.59,115.67,35,330.4900%,32.9,5.2,"Apr 30, 2010",Samuel Bayer,http://ia.media-imdb.com/images/M/MV5BMTMxOTk4NjMzOV5BMl5BanBnXkFtZTcwOTQ3NDAzMg@@._V1_SX300.jpg
Furry Vengeance,Summit,8,36,Comedy,2997,17.63,18.61,36236,35,103.5300%,6.6,3.7,"Apr 30, 2010",Roger Kumble,http://ia.media-imdb.com/images/M/MV5BMjM5Mzg5NjA0Nl5BMl5BanBnXkFtZTcwMjg3MDEyMw@@._V1_SX300.jpg
Iron Man 2,Paramount,74,80,Action,4380,312.43,311.5,623.93,200,311.9700%,128.1,7.1,"May 7, 2010",Jon Favreau,http://ia.media-imdb.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_SX300.jpg
Just Wright,Fox,45,58,Comedy,1831,21.54,0.03,21569,12,179.7400%,8.3,5.8,"May 14, 2010",Sanaa Hamri,http://ia.media-imdb.com/images/M/MV5BMTQ5MTcxODQwNF5BMl5BanBnXkFtZTcwNDk1MjQyMw@@._V1_SX300.jpg
Letters to Juliet,Summit,40,62,Comedy,2968,53.03,26.15,79179,30,263.9300%,13.5,6.5,"May 14, 2010",Gary Winick,http://ia.media-imdb.com/images/M/MV5BMjg0OTU0NDYwNF5BMl5BanBnXkFtZTcwNzUwNTMyMw@@._V1_SX300.jpg
Robin Hood,Universal,42,59,Action,3503,105.27,216.4,321669,200,160.8300%,36,6.7,"May 14, 2010",Ridley Scott,http://ia.media-imdb.com/images/M/MV5BMTM5NzcwMzEwOF5BMl5BanBnXkFtZTcwNjg5MTgwMw@@._V1_SX300.jpg
MacGruber,Independent,47,33,Action,2551,8.53,0.8,9327,10,93.2700%,4,5.4,"May 21, 2010",Jorma Taccone,http://ia.media-imdb.com/images/M/MV5BMjE4MDY1ODY5Nl5BMl5BanBnXkFtZTcwNjgzMTEzMw@@._V1_SX300.jpg
Shrek Forever After,Paramount,57,64,Animation,4359,238.74,513.86,752604,165,456.1200%,70.8,6.4,"May 21, 2010",Mike Mitchell,http://ia.media-imdb.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_SX300.jpg
Sex and the City 2,Warner Bros.,15,49,Comedy,3445,95.35,193,288347,100,288.3500%,31,4.2,"May 27, 2010",Michael Patrick King,http://ia.media-imdb.com/images/M/MV5BMTM3OTUyNTI3MF5BMl5BanBnXkFtZTcwODcyMzM0Mw@@._V1_SX300.jpg
Prince of Persia: The Sands of Time,Disney,36,71,Action,3646,90.76,245.61,336365,200,168.1800%,30,6.6,"May 28, 2010",Mike Newell,http://ia.media-imdb.com/images/M/MV5BMTMwNDg0NzcyMV5BMl5BanBnXkFtZTcwNjg4MjQyMw@@._V1_SX300.jpg
Solitary Man,Independent,81,47,Comedy,4,4.36,0.82,5178,15,34.5200%,0.09,6.4,"Jun 2, 2010",Brian Koppelman: David Levien,http://ia.media-imdb.com/images/M/MV5BMTU2NDEwNjQ4NV5BMl5BanBnXkFtZTcwODYwMTgzMw@@._V1_SX300.jpg
Get Him to the Greek,Universal,73,63,Comedy,2697,60.97,30.29,91257,40,228.1400%,17.6,6.4,"Jun 4, 2010",Nicholas Stoller,http://ia.media-imdb.com/images/M/MV5BMjIyMzQ0MjExNV5BMl5BanBnXkFtZTcwMzkyMzgxMw@@._V1_SX300.jpg
Killers,Lionsgate,11,45,Action,2859,47.06,51.1,98.16,75,130.8800%,15.8,5.4,"Jun 4, 2010",Robert Luketic,http://ia.media-imdb.com/images/M/MV5BMTU0NDIwOTcwOV5BMl5BanBnXkFtZTcwNjU3NTQ0Mw@@._V1_SX300.jpg
Marmaduke,Fox,9,46,Comedy,3213,33.64,50.12,83757,50,167.5100%,11.6,4.1,"Jun 4, 2010",Tom Dey,http://ia.media-imdb.com/images/M/MV5BMjIyMDkwNjQ3N15BMl5BanBnXkFtZTcwMDc0NzgyMw@@._V1_SX300.jpg
The A-Team,Fox,47,71,Action,3535,77.22,100.02,177236,100,177.2400%,25.7,6.8,"Jun 11, 2010",Joe Carnahan,http://ia.media-imdb.com/images/M/MV5BMTc4ODc4NTQ1N15BMl5BanBnXkFtZTcwNDUxODUyMw@@._V1_SX300.jpg
The Karate Kid,Sony,66,75,Action,3663,176.59,182.53,359.12,40,897.800%,55.7,6.2,"Jun 11, 2010",Harald Zwart,http://ia.media-imdb.com/images/M/MV5BMTkyNjE3MjM2MV5BMl5BanBnXkFtZTYwMzY5ODk4._V1_SX300.jpg
Jonah Hex,Warner Bros.,13,24,Action,2825,10.55,0.36,10.91,47,23.2100%,5.4,4.6,"Jun 18, 2010",Jimmy Hayward,http://ia.media-imdb.com/images/M/MV5BMTQ2NzYxNjQyMF5BMl5BanBnXkFtZTcwOTQ0OTI0Mw@@._V1_SX300.jpg
Toy Story 3,Disney,99,91,Animation,4028,415,648.16,"1,063.16",200,531.5800%,110.3,8.4,"Jun 18, 2010",Lee Unkrich,http://ia.media-imdb.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_SX300.jpg
Knight and Day,Fox,53,52,Action,3098,76.42,185.51,261927,117,223.8700%,20.2,6.3,"Jun 23, 2010",James Mangold,http://ia.media-imdb.com/images/M/MV5BMTM0Mzg0MzI3Ml5BMl5BanBnXkFtZTcwNjIyNzk1Mw@@._V1_SX300.jpg
Grown Ups,Independent,10,59,Comedy,3534,162,109.43,271.43,80,339.2900%,40.5,6,"Jun 25, 2010",Dennis Dugan,http://ia.media-imdb.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_SX300.jpg
The Twilight Saga: Eclipse,Summit,50,74,Drama,4468,300.53,397.96,698489,68,"1,027.1900%",64.8,4.9,"Jun 30, 2010",David Slade,http://ia.media-imdb.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_SX300.jpg
The Last Airbender,Paramount,6,42,Action,3169,131.77,187.94,319713,150,213.1400%,40.3,4.3,"Jul 1, 2010",M. Night Shyamalan,http://ia.media-imdb.com/images/M/MV5BMTM1NjE0NDA0MV5BMl5BanBnXkFtZTcwODE4NDg1Mw@@._V1_SX300.jpg
Despicable Me,Universal,81,81,Animation,3476,251.51,291.6,543113,69,787.1200%,56.4,7.7,"Jul 9, 2010",Pierre Coffin: Chris Renaud,http://ia.media-imdb.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_SX300.jpg
Predators,Fox,64,52,Action,2669,52,75.23,127232,40,318.0800%,24.8,6.4,"Jul 9, 2010",Nimród Antal,http://ia.media-imdb.com/images/M/MV5BMjA5MzYwODgzOV5BMl5BanBnXkFtZTcwMTQwMjUyMw@@._V1_SX300.jpg
The Sorcerer's Apprentice,Disney,42,57,Action,3504,63.15,152.13,215.28,150,143.5200%,17.6,6.2,"Jul 14, 2010",Jon Turteltaub,http://ia.media-imdb.com/images/M/MV5BNDY3NzQ0NjYxM15BMl5BanBnXkFtZTcwMDkzODM2Mw@@._V1_SX300.jpg
Inception,Warner Bros.,86,93,Action,3792,292.58,532.96,825536,160,515.9600%,62.8,8.8,"Jul 16, 2010",Christopher Nolan,http://ia.media-imdb.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX300.jpg
Salt,Sony,62,62,Action,3612,118.31,175.19,293502,110,266.8200%,36,6.4,"Jul 23, 2010",Phillip Noyce,http://ia.media-imdb.com/images/M/MV5BMjIyODA2NDg4NV5BMl5BanBnXkFtZTcwMjg4NDAwMw@@._V1_SX300.jpg
Cats & Dogs: The Revenge of Kitty Galore,Independent,13,43,Action,3705,43.59,68.9,112.49,85,132.3400%,12.3,7.4,"Jul 30, 2010",David Mallet,http://ia.media-imdb.com/images/M/MV5BMTYxNzQyODcxNV5BMl5BanBnXkFtZTgwNDEzNTAxMjE@._V1_SX300.jpg
Charlie St. Cloud,Universal,27,62,Fantasy,2718,31.16,17.03,48188,44,109.5200%,12.4,6.4,"Jul 30, 2010",Burr Steers,http://ia.media-imdb.com/images/M/MV5BMTI4MjkyNDM2NV5BMl5BanBnXkFtZTcwOTExNDc0Mw@@._V1_SX300.jpg
Dinner for Schmucks,Paramount,43,47,Comedy,2911,73.03,13.83,86855,69,125.8800%,23.5,5.9,"Jul 30, 2010",Jay Roach,http://ia.media-imdb.com/images/M/MV5BOTk5MTYzNTIyMl5BMl5BanBnXkFtZTcwOTM3MTQ2Mw@@._V1_SX300.jpg
The Kids Are All Right,Independent,94,72,Comedy,847,20.81,13.89,34704,4,867.600%,3.5,7.1,"Jul 30, 2010",Lisa Cholodenko,http://ia.media-imdb.com/images/M/MV5BMjE4NTMwNDg5MF5BMl5BanBnXkFtZTcwNDY2ODE0Mw@@._V1_SX300.jpg
Step Up 3D,Summit,46,67,Drama,2435,42.4,116.89,159291,30,530.9700%,15.8,6.2,"Aug 6, 2010",Jon M. Chu,http://ia.media-imdb.com/images/M/MV5BMTcxNDU2NTE4Nl5BMl5BanBnXkFtZTcwNzQ1MTEzMw@@._V1_SX300.jpg
The Other Guys,Sony,78,57,Action,3651,119.22,51.21,170431,100,170.4300%,35.5,6.6,"Aug 6, 2010",Adam McKay,http://ia.media-imdb.com/images/M/MV5BMTc0NDQzNTA2Ml5BMl5BanBnXkFtZTcwNzI2OTQzMw@@._V1_SX300.jpg
Eat Pray Love,Sony,36,46,Drama,3082,80.57,124.02,204.59,60,340.9800%,23.1,5.6,"Aug 13, 2010",Ryan Murphy,http://ia.media-imdb.com/images/M/MV5BMTY5NDkyNzkyM15BMl5BanBnXkFtZTcwNDQyNDk0Mw@@._V1_SX300.jpg
Scott Pilgrim vs. the World,Universal,81,83,Action,2818,31.52,16.14,47.66,60,79.4300%,10.6,7.5,"Aug 13, 2010",Edgar Wright,http://ia.media-imdb.com/images/M/MV5BMTkwNTczNTMyOF5BMl5BanBnXkFtZTcwNzUxOTUyMw@@._V1_SX300.jpg
The Expendables,Independent,40,58,Action,3270,103.07,171.4,274469,82,334.7200%,34.8,6.5,"Aug 13, 2010",Sylvester Stallone,http://ia.media-imdb.com/images/M/MV5BNTUwODQyNjM0NF5BMl5BanBnXkFtZTcwNDMwMTU1Mw@@._V1_SX300.jpg
Vampires Suck,Independent,4,32,Comedy,3233,36.66,43.89,80546,20,402.7300%,12.2,3.5,"Aug 18, 2010",Jason Friedberg: Aaron Seltzer,http://ia.media-imdb.com/images/M/MV5BMTk2MDk0NDU4MF5BMl5BanBnXkFtZTcwNzAyODk2Mw@@._V1_SX300.jpg
Nanny McPhee Returns,Universal,77,54,Comedy,2784,29.01,64.23,93.24,35,266.400%,8.4,6,"Aug 20, 2010",Susanna White,http://ia.media-imdb.com/images/M/MV5BMTI5NDUxNDU4OF5BMl5BanBnXkFtZTcwNDk1NjM1Mw@@._V1_SX300.jpg
Piranha 3-D,The Weinstein Company,74,45,Comedy,2470,25,58.19,83188,24,346.6200%,10.1,5.5,"Aug 20, 2010",Alexandre Aja,NoData
The Switch,Independent,52,44,Comedy,2012,27.78,22.05,49831,19,262.2700%,8.4,6,"Aug 20, 2010",Josh Gordon: Will Speck,http://ia.media-imdb.com/images/M/MV5BODQ5ODc0MjU1N15BMl5BanBnXkFtZTcwMTc3NzcyMw@@._V1_SX300.jpg
Takers,Sony,27,57,Action,2206,57.74,11.31,69.05,32,215.7800%,20.5,6.2,"Aug 27, 2010",John Luessenhop,http://ia.media-imdb.com/images/M/MV5BMTg4ODg5NzkzNl5BMl5BanBnXkFtZTcwNzAyODM5Mw@@._V1_SX300.jpg
The Last Exorcism,Independent,73,32,Drama,2874,41.03,26.7,67733,1.8,"3,762.9400%",20.4,5.6,"Aug 27, 2010",Daniel Stamm,http://ia.media-imdb.com/images/M/MV5BNDc4Mjk2MjA0NF5BMl5BanBnXkFtZTcwMzMyNjQ3Mw@@._V1_SX300.jpg
The American,Universal,66,37,Crime,2823,35.61,32.27,67875,20,339.3800%,13.1,6.3,"Sep 1, 2010",Anton Corbijn,http://ia.media-imdb.com/images/M/MV5BMjAxMDg1NDcxM15BMl5BanBnXkFtZTcwODc3MDg1Mw@@._V1_SX300.jpg
Going the Distance,Warner Bros.,53,56,Comedy,3030,17.8,24.25,42.05,32,131.4100%,6.9,6.4,"Sep 3, 2010",Nanette Burstein,http://ia.media-imdb.com/images/M/MV5BMjQ1ODUyMjk5N15BMl5BanBnXkFtZTcwMjAxOTE2Mw@@._V1_SX300.jpg
Machete,Independent,73,66,Action,2670,26.59,17.5,44089,20,220.4500%,11,6.7,"Sep 3, 2010",Ethan Maniquis: Robert Rodriguez,http://ia.media-imdb.com/images/M/MV5BMTUwNzIwMDY0OF5BMl5BanBnXkFtZTcwMzM3Njg2Mw@@._V1_SX300.jpg
Cyrus,Independent,80,51,Comedy,4,7.47,2.45,9.92,7,141.7100%,0.18,6.3,"Sep 10, 2010",Jay Duplass: Mark Duplass,http://ia.media-imdb.com/images/M/MV5BMjA1MDU4NzUwMF5BMl5BanBnXkFtZTcwOTM4MDgzMw@@._V1_SX300.jpg
Resident Evil: Afterlife,Highlight Communications,24,53,Action,3203,60.13,236.09,296.22,60,493.700%,26.7,5.9,"Sep 10, 2010",Paul W.S. Anderson,http://ia.media-imdb.com/images/M/MV5BMTkxNzM3OTg5OF5BMl5BanBnXkFtZTcwMDA5MDA2Mw@@._V1_SX300.jpg
Alpha and Omega,Crest,17,41,Animation,2625,25.11,25.4,50507,20,252.5400%,9.1,5.3,"Sep 17, 2010",Anthony Bell: Ben Gluck,http://ia.media-imdb.com/images/M/MV5BMTg4NzQ1ODcxMF5BMl5BanBnXkFtZTcwMDg0MTU2Mw@@._V1_SX300.jpg
Devil,Independent,52,45,Horror,2809,33.6,29.09,62694,10,626.9400%,12.3,6.3,"Sep 17, 2010",John Erick Dowdle,http://ia.media-imdb.com/images/M/MV5BMTgxMTI1OTY2N15BMl5BanBnXkFtZTcwMzY3NTU2Mw@@._V1_SX300.jpg
Easy A,Sony,85,75,Comedy,2856,58.4,16.55,74.95,8,936.8800%,17.7,7.1,"Sep 17, 2010",Will Gluck,http://ia.media-imdb.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_SX300.jpg
The Town,Warner Bros.,94,83,Crime,2856,92.19,61.84,154025,37,416.2800%,23.8,7.6,"Sep 17, 2010",Ben Affleck,http://ia.media-imdb.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_SX300.jpg
Legend of the Guardians: The Owls of Ga'Hoole,Warner Bros.,51,65,Animation,3575,55.68,84.4,140073,80,175.0900%,16.1,7,"Sep 24, 2010",Zack Snyder,http://ia.media-imdb.com/images/M/MV5BMjE0NjA5OTA4N15BMl5BanBnXkFtZTcwODA3MTA3Mw@@._V1_SX300.jpg
Wall Street: Money Never Sleeps,Independent,54,43,Drama,3565,52.47,82.27,134743,70,192.4900%,19,6.3,"Sep 24, 2010",Oliver Stone,http://ia.media-imdb.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_SX300.jpg
You Again,Independent,18,45,Comedy,2548,25.7,6.3,32003,20,160.0200%,8.4,5.8,"Sep 24, 2010",Andy Fickman,http://ia.media-imdb.com/images/M/MV5BMTM5MzkyMDY0MV5BMl5BanBnXkFtZTcwNDkxNDc1Mw@@._V1_SX300.jpg
Buried,Independent,86,63,Drama,11,1.04,18.11,19148,2,957.400%,103,7,"Oct 1, 2010",Rodrigo Cortés,http://ia.media-imdb.com/images/M/MV5BMTg5MzU3OTIwOV5BMl5BanBnXkFtZTcwMzU3NzY3Mw@@._V1_SX300.jpg
Case 39,Independent,23,42,Horror,2211,13.26,14.93,28.19,26,108.4200%,5.4,6.2,"Oct 1, 2010",Christian Alvart,http://ia.media-imdb.com/images/M/MV5BNTA4NDUyOTE5NV5BMl5BanBnXkFtZTcwOTQ3NzY3Mw@@._V1_SX300.jpg
The Social Network,Sony,96,89,Biography,2771,96.96,127.96,224919,50,449.8400%,22.4,7.8,"Oct 1, 2010",David Fincher,http://ia.media-imdb.com/images/M/MV5BMTM2ODk0NDAwMF5BMl5BanBnXkFtZTcwNTM1MDc2Mw@@._V1_SX300.jpg
Jackass 3-D,Paramount,63,72,Documentary,3081,117.23,54.46,171685,20,858.4300%,50.4,7.1,"Oct 5, 2010",Jeff Tremaine,NoData
Stone,Independent,49,20,Drama,6,1.81,7.67,9479,22,43.0900%,75,5.4,"Oct 7, 2010",John Curran,http://ia.media-imdb.com/images/M/MV5BMTgxOTk4MDIyOF5BMl5BanBnXkFtZTcwMzI3Nzc3Mw@@._V1_SX300.jpg
Life as We Know It,Independent,28,62,Comedy,3150,53.13,43.03,53374,52274,102.100%,14.5,6.5,"Oct 8, 2010",Greg Berlanti,http://ia.media-imdb.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1_SX300.jpg
My Soul to Take,Relativity Media,9,29,Horror,2572,14.74,6.23,20971,25,83.8800%,6.84,4.8,"Oct 8, 2010",Wes Craven,http://ia.media-imdb.com/images/M/MV5BMTk4NjE1OTg1MV5BMl5BanBnXkFtZTcwNTgwOTU3Mw@@._V1_SX300.jpg
Red,Summit,71,72,Action,3255,90.38,108.63,199006,58,343.1100%,21.8,7.1,"Oct 15, 2010",Robert Schwentke,http://ia.media-imdb.com/images/M/MV5BMzg2Mjg1OTk0NF5BMl5BanBnXkFtZTcwMjQ4MTA3Mw@@._V1_SX300.jpg
Paranormal Activity 2,Paramount,59,30,Horror,3216,84.75,92.76,177511,3,"5,917.0300%",40.67,5.7,"Oct 22, 2010",Tod Williams,http://ia.media-imdb.com/images/M/MV5BMjE4NDgwMzAxNF5BMl5BanBnXkFtZTcwNTE3OTk4Mw@@._V1_SX300.jpg
Saw 3-D,Independent,10,47,Crime,2808,45.71,90.44,136.15,20,680.7500%,22.53,5.6,"Oct 29, 2010",Kevin Greutert,NoData
Conviction,Independent,68,71,Biography,672,6.79,2.92,9.71,12.5,77.6800%,1.62,7.2,"Nov 5, 2010",Tony Goldwyn,http://ia.media-imdb.com/images/M/MV5BMjEwNzUzNTk0Ml5BMl5BanBnXkFtZTcwMDE1MTk1Mw@@._V1_SX300.jpg
Due Date,Warner Bros.,40,56,Comedy,3355,100.54,111.24,211.78,50,423.5600%,32.69,6.6,"Nov 5, 2010",Todd Phillips,http://ia.media-imdb.com/images/M/MV5BMTU5MTgxODM3Nl5BMl5BanBnXkFtZTcwMjMxNDEwNA@@._V1_SX300.jpg
For Colored Girls,Independent,33,73,Drama,2127,37.73,17.32,55049,21,262.1400%,19.5,5.9,"Nov 5, 2010",Tyler Perry,http://ia.media-imdb.com/images/M/MV5BMTExMTA5NjkxNjVeQTJeQWpwZ15BbWU3MDg0NDM5OTM@._V1_SX300.jpg
Megamind,Paramount,72,73,Animation,3944,148.42,173.47,321884,130,247.600%,46.02,7.3,"Nov 5, 2010",Tom McGrath,http://ia.media-imdb.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_SX300.jpg
Morning Glory,Independent,54,54,Comedy,2518,31.01,29.03,60039,40,150.100%,9.2,6.5,"Nov 10, 2010",Roger Michell,http://ia.media-imdb.com/images/M/MV5BMTYxNDM1NTQ4N15BMl5BanBnXkFtZTcwOTQ0Njg5Mw@@._V1_SX300.jpg
Skyline,Independent,16,19,Action,2880,21.39,45.43,66817,10,668.1700%,11.69,4.4,"Nov 12, 2010",Colin Strause: Greg Strause,http://ia.media-imdb.com/images/M/MV5BMjAwNDkwOTc5M15BMl5BanBnXkFtZTcwMTE2MTMwNA@@._V1_SX300.jpg
Unstoppable,Fox,86,73,Action,3207,81.56,86.24,167802,95,176.6300%,22.69,6.8,"Nov 12, 2010",Tony Scott,http://ia.media-imdb.com/images/M/MV5BMjI4NDQwMDM0N15BMl5BanBnXkFtZTcwMzY1ODMwNA@@._V1_SX300.jpg
Harry Potter and the Deathly Hallows Part 1,Warner Bros.,79,87,Adventure,4125,295,664.3,959.3,125,767.4400%,125,7.7,"Nov 19, 2010",David Yates,http://ia.media-imdb.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_SX300.jpg
The Next Three Days,Lionsgate,51,66,Crime,2564,21.15,46.3,67.45,30,224.8300%,6.54,7.4,"Nov 19, 2010",Paul Haggis,http://ia.media-imdb.com/images/M/MV5BMjAzMjk4NjI4M15BMl5BanBnXkFtZTcwNjQ4OTEwNA@@._V1_SX300.jpg
Burlesque,Paramount,36,66,Drama,3037,39.44,50.08,89519,55,162.7600%,11.95,6.4,"Nov 24, 2010",Steve Antin,http://ia.media-imdb.com/images/M/MV5BMTc4MzEyODI0Ml5BMl5BanBnXkFtZTcwNjIyNDQ4Mw@@._V1_SX300.jpg
Faster,CBS,41,50,Action,2454,23.24,12.39,35626,24,148.4400%,8.52,6.5,"Nov 24, 2010",George Tillman Jr.,http://ia.media-imdb.com/images/M/MV5BMTMyOTQ5MTAxOF5BMl5BanBnXkFtZTcwOTYzMDg5Mw@@._V1_SX300.jpg
